Id,modularity_class,strength
decommiss,15,304
chemokin,15,303
clariti,15,302
pyrazol,15,301
proinflammatori,15,300
metallurgi,15,299
potenc,15,298
cxcr,15,298
wavelet,15,297
onshor,15,297
catastroph,15,296
afflict,15,295
mucosa,15,294
halflif,15,293
capsid,15,292
demograph,15,291
igg,15,286
cannabidiol,15,286
shortli,15,285
transloc,15,284
polymeras,15,283
surrog,15,280
pyridinyl,15,275
positron,15,275
pharmacokinet,15,273
oligosaccharid,15,266
photoreceptor,15,265
tgf,15,264
subpopul,15,264
hypertrophi,15,264
mcg,15,263
integrin,15,261
sarcomer,15,260
starch,15,259
pyrolyt,15,257
prodrom,15,255
flavor,15,254
reshap,15,254
histon,15,253
retinopathi,15,252
zeta,15,251
electrophysiolog,15,251
recur,15,250
pat,15,249
clostridi,15,247
covid,15,247
lotion,15,245
musculoskelet,15,245
bmp,15,245
athlet,15,243
selfloc,15,240
computerprogram,15,240
ribonucl,15,240
recruit,15,239
microbiota,15,236
edema,15,235
concomit,15,233
lowdens,15,233
forens,15,231
bioelectr,15,231
erythematosu,15,231
singlecel,15,230
aceton,15,230
cervic,15,228
embryo,15,227
haplotyp,15,227
spasm,15,226
plume,15,225
formal,15,224
streptococcu,15,224
tack,15,223
lineag,15,222
terpen,15,221
exemplifi,15,220
sought,15,218
nonalcohol,15,218
glp,15,217
noncoval,15,217
actin,15,216
vein,15,214
thrombot,15,212
antibodydrug,15,211
hydrochlor,15,208
finer,15,205
nonspecif,15,205
depolar,15,203
sexual,15,203
genotyp,15,203
thyroid,15,200
grit,15,199
anesthet,15,197
allergen,15,197
aureu,15,194
atp,15,191
inherit,15,191
reconstitut,15,190
retinoid,15,189
sigma,15,189
fgf,15,188
sar,15,188
hemorrhag,15,187
microscopi,15,186
nutraceut,15,186
erectil,15,185
tuberculosi,15,185
aluminumcontain,15,185
bloodbrain,15,184
coliti,15,183
nmr,15,183
allogen,15,183
eta,15,182
rejuven,15,182
genu,15,182
semicontinu,15,182
knockout,15,182
modulatori,15,181
benzodiazepin,15,180
microbubbl,15,179
physician,15,178
corneal,15,177
priori,15,177
coadminist,15,175
sepsi,15,175
scleroderma,15,174
interdepend,15,173
crucibl,15,173
botan,15,172
solventfre,15,170
adrenerg,15,170
interferon,15,170
wellb,15,170
tobeprocess,15,170
decoy,15,169
monocyt,15,169
titania,15,168
tendon,15,168
oligodendrocyt,15,168
stratif,15,167
vasodil,15,166
ischemiareperfus,15,165
microfabr,15,164
ppar,15,163
hyperplasia,15,162
acetylcholinesteras,15,162
synaps,15,162
internetbas,15,162
onestep,15,161
poorli,15,161
reprocess,15,161
codon,15,161
chromatograph,15,160
fungicid,15,160
derivat,15,159
gaba,15,159
ltm,15,159
alkan,15,158
psma,15,158
algin,15,156
vestibular,15,155
tumorassoci,15,154
upf,15,153
pyrido,15,152
thrombosi,15,150
immunoassay,15,148
biopolym,15,143
solidoxid,15,139
processorimpl,15,139
fn,15,137
billet,15,137
bacteriophag,15,137
lysin,15,136
apc,15,136
lignin,15,134
dopamin,15,134
cardiopulmonari,15,133
episod,15,132
phosphatas,15,132
autolog,15,132
vasculatur,15,131
borid,15,130
intranas,15,128
intraocular,15,128
stromal,15,127
nmda,15,126
neurogen,15,126
tumour,15,125
pcr,15,125
cholinerg,15,124
immunomodul,15,124
multiscal,15,124
fulllength,15,123
micel,15,123
biotechnolog,15,123
nash,15,122
cytoprotect,15,120
egfr,15,120
postop,15,119
development,15,119
germ,15,119
cardiomyopathi,15,119
cannabi,15,119
tran,15,118
gastric,15,118
endonucleas,15,118
pei,15,118
lyophil,15,117
carbur,15,116
thiophen,15,115
macromolecular,15,114
scalp,15,114
radiolabel,15,114
semiperman,15,113
angina,15,113
unrel,15,113
serin,15,113
follicl,15,112
bioinformat,15,111
vegfr,15,110
nanotechnolog,15,110
myelin,15,110
homologu,15,109
angiotensin,15,109
costimulatori,15,109
hydroform,15,108
fetal,15,108
metastas,15,108
contextawar,15,108
isostat,15,107
spraydri,15,107
wnt,15,107
biopsi,15,106
nogo,15,106
trna,15,106
radiographi,15,105
alk,15,105
psbch,15,105
inmold,15,102
neurodegener,15,102
replan,15,102
thixotrop,15,100
antigenspecif,15,100
sspbch,15,100
recrystal,15,87
corneum,15,75
solidphas,15,70
mimet,15,69
harbor,15,69
blockad,15,69
envis,15,65
densif,15,65
intercellular,15,65
provok,15,65
endoflif,15,65
evolutionari,15,64
mycobacterium,15,64
spatialtempor,15,64
organoid,15,64
sod,15,63
allograft,15,63
shale,15,63
supernat,15,62
clathrat,15,62
adjunct,15,60
cho,15,60
massproduc,15,60
countercurr,15,60
photoresist,15,60
uniaxi,15,60
intox,15,60
ferric,15,59
olfactori,15,59
thermomechan,15,59
triazol,15,59
adhd,15,59
nucleophil,15,59
choroid,15,59
lysi,15,59
degreas,15,58
acidifi,15,58
ibd,15,58
antidepress,15,57
multim,15,57
raav,15,57
transposas,15,57
svm,15,57
hypothet,15,56
pickedup,15,56
morphogen,15,56
nephriti,15,56
remanufactur,15,55
markedli,15,55
recondit,15,55
ser,15,55
prognos,15,55
subspac,15,55
cardiovert,15,55
radiotherapi,15,55
epithelium,15,55
hydrolas,15,55
biomimet,15,55
computerassist,15,54
piperidin,15,54
older,15,54
venou,15,54
herbal,15,54
disassoci,15,54
ppg,15,54
microarray,15,54
nav,15,54
nir,15,54
multifactor,15,54
pci,15,54
hygroscop,15,53
predispos,15,53
gut,15,53
clonal,15,53
virul,15,53
pickl,15,53
invivo,15,53
enumer,15,53
intratumor,15,53
msc,15,53
deuter,15,53
tacki,15,52
photolithographi,15,52
vitreou,15,52
autoclav,15,52
estrogen,15,52
bovin,15,52
sarcoma,15,52
ligat,15,52
tipout,15,52
spore,15,52
innat,15,52
snp,15,52
shortcut,15,52
frequencydomain,15,52
hyperparamet,15,52
offtheshelf,15,51
moon,15,51
spp,15,51
azol,15,51
metalceram,15,51
shockwav,15,51
mitochondria,15,51
quinolin,15,51
apolipoprotein,15,51
angiogen,15,51
homeostasi,15,51
cardiomyocyt,15,51
corpu,15,51
islet,15,51
serotyp,15,51
mmp,15,51
pultrus,15,51
bacterium,15,51
glucocorticoid,15,51
mod,15,51
nonaccess,15,51
noncrit,15,50
hereof,15,50
algebra,15,50
osmot,15,50
reticul,15,50
antifung,15,50
ribozym,15,50
ctla,15,50
apo,15,50
hepatocyt,15,50
peroxisom,15,50
pigmentosa,15,50
muzzl,15,50
silkbas,15,50
submodel,15,50
scfv,15,50
quota,15,50
spectrogram,15,50
ciphertext,15,50
unscent,15,50
nondomin,15,50
s,16,2373819
make,16,1939359
driver,16,1748116
simultan,16,811284
keep,16,387826
proper,16,215495
help,16,182806
last,16,179717
self,16,128712
accomplish,16,113957
tie,16,63026
multi,16,51618
fatigu,16,51396
non,16,49662
mention,16,45023
assur,16,42542
best,16,39662
look,16,39393
circumst,16,38572
owe,16,37765
auto,16,35013
supplementari,16,31918
easier,16,31258
let,16,31245
law,16,26112
style,16,25172
unabl,16,21139
sport,16,19822
promptli,16,14289
distract,16,4315
wish,16,2822
drowsi,16,1746
set,9,4214009
setter,9,6694
oper,17,10857177
deactiv,17,135115
readi,17,38366
whenev,17,23881
ceas,17,16436
skill,17,12316
nonoper,17,10438
preclud,17,2806
rov,17,2596
manuallyoper,17,845
revert,17,622
productsum,17,102
walkbehind,17,101
nonop,17,50
lowersid,18,57
uppersid,18,57
arrang,18,9994016
end,18,8389507
side,18,7930691
bodi,18,6574079
mount,18,5470979
support,18,5160845
fix,18,4628273
plate,18,4500948
lower,18,4050149
instal,18,3825566
frame,18,3469391
front,18,3284662
upper,18,3171791
outer,18,3045961
bottom,18,2922084
inner,18,2877150
conveni,18,2829288
rod,18,2680201
cover,18,2625164
rear,18,2582037
top,18,2573742
wall,18,2374382
face,18,2136484
block,18,2111258
fixedli,18,2093425
box,18,2062832
movabl,18,1923605
hole,18,1828913
slide,18,1746808
groov,18,1699368
seat,18,1688951
guid,18,1687907
vertic,18,1628640
spring,18,1613211
right,18,1507602
left,18,1417845
lift,18,1323467
bear,18,1308280
match,18,1289615
shell,18,1277918
head,18,1264274
clamp,18,1107591
sleev,18,1078002
rail,18,1074203
caviti,18,1071207
piec,18,1068446
push,18,1061455
middl,18,1043471
handl,18,1015576
horizont,18,942200
away,18,900798
screw,18,833317
press,18,823375
telescop,18,801762
height,18,775641
penetr,18,766074
column,18,759667
four,18,740446
cooper,18,724169
chassi,18,691574
joint,18,688278
pin,18,687196
cross,18,660403
elast,18,658879
hing,18,649107
bracket,18,648577
transvers,18,644151
weld,18,626074
bolt,18,609537
pull,18,567818
convey,18,559736
detach,18,552495
roller,18,544808
disc,18,544520
thread,18,544368
belt,18,540434
inclin,18,519662
rack,18,499802
fall,18,499140
bicycl,18,491079
slidabl,18,489048
symmetr,18,447482
fold,18,444630
damp,18,441359
tabl,18,412780
tail,18,409943
pad,18,403088
strip,18,392131
buffer,18,387333
downward,18,381320
upward,18,380975
rubber,18,371382
correspondingli,18,353059
ride,18,334072
univers,18,331507
abut,18,330738
ball,18,323769
stand,18,312129
nut,18,307961
partit,18,307171
labor,18,300529
carriag,18,298357
dust,18,295125
leg,18,293210
roof,18,284789
corner,18,280028
swing,18,277208
disassembl,18,275704
accessori,18,273680
fork,18,264646
brush,18,255097
rectangular,18,254830
walk,18,254329
multifunct,18,253113
worker,18,253015
cushion,18,247346
baffl,18,247296
motorcycl,18,235289
trolley,18,222576
stretch,18,221997
hook,18,216045
unload,18,213900
waterproof,18,210418
post,18,199377
stabli,18,197342
round,18,187142
ushap,18,177860
cab,18,177352
squar,18,176405
bag,18,173014
uniformli,18,172808
rope,18,169405
foot,18,168866
buckl,18,161446
jack,18,159162
bin,18,158821
descend,18,157691
hang,18,152900
contract,18,143305
spiral,18,139475
barrel,18,139119
inconveni,18,138734
far,18,137544
placement,18,134370
handlebar,18,133518
ofth,18,132181
twowheel,18,131295
notch,18,127283
hoist,18,122436
evenli,18,121237
tray,18,118436
collid,18,116945
extrud,18,115331
prone,18,113263
arcshap,18,112612
ascend,18,111880
rain,18,111028
lug,18,108860
unfold,18,107806
shake,18,105496
tightli,18,104136
circl,18,101971
cup,18,100343
cloth,18,100133
drill,18,98698
dismount,18,95695
manpow,18,95404
cart,18,94582
upright,18,92370
soil,18,92064
foldabl,18,90920
jointli,18,89640
rider,18,89209
tricycl,18,89023
bush,18,88971
sweep,18,88724
loosen,18,87677
saddl,18,86016
anticollis,18,85868
crane,18,85635
hopper,18,85010
sit,18,82222
extrus,18,81595
lshape,18,81413
obliqu,18,80833
guard,18,79929
erect,18,78615
butt,18,77296
garbag,18,75115
reel,18,74751
winch,18,74686
stir,18,74106
fixat,18,73202
trunk,18,72572
flush,18,72497
scooter,18,72177
firmli,18,71990
bumper,18,71981
knob,18,70736
boss,18,70370
gasket,18,70049
slider,18,69045
logist,18,68834
ceil,18,68081
conic,18,67866
rainwat,18,67767
firm,18,67486
rocker,18,67176
stay,18,66624
workpiec,18,64853
tight,18,63923
hood,18,62387
feet,18,62142
symmetri,18,61903
wheelchair,18,58596
triangular,18,58408
tighten,18,57399
backrest,18,57210
child,18,55905
punch,18,55785
overturn,18,55674
bump,18,54678
pillar,18,54325
forklift,18,53118
antiskid,18,52738
dustproof,18,51491
leftright,18,51045
sanit,18,49969
bucket,18,49905
overhaul,18,49790
hung,18,49481
born,18,48803
cone,18,47809
brace,18,46508
foundat,18,46293
cantilev,18,46229
turnov,18,45940
strut,18,45805
grind,18,45401
tongu,18,44495
chair,18,44445
inboard,18,43599
leaf,18,43341
stagger,18,42656
stud,18,41914
claw,18,41616
pesticid,18,40877
splice,18,40606
crush,18,40389
bogi,18,40015
nest,18,39763
raini,18,39560
sand,18,39050
stamp,18,38749
shed,18,38639
pallet,18,38444
workbench,18,37218
rivet,18,36946
cutter,18,36138
curtain,18,35931
threewheel,18,35797
agv,18,35723
jaw,18,35554
shelf,18,35482
frontback,18,35399
tshape,18,35387
scrape,18,34960
widen,18,34339
pedest,18,34079
polish,18,34067
chute,18,33935
helmet,18,33744
selflock,18,33724
basket,18,33603
crawler,18,33303
fenc,18,33246
turntabl,18,32679
glue,18,32309
handrail,18,32208
laborsav,18,31791
throw,18,31786
children,18,31006
toth,18,30097
undercarriag,18,30084
ladder,18,29972
grab,18,29589
vshape,18,29097
updown,18,29045
stripshap,18,28268
lifter,18,27960
fender,18,27652
municip,18,27414
followup,18,26939
luggag,18,26665
sunshad,18,26561
lap,18,26387
shovel,18,26158
dirt,18,26006
sweeper,18,25051
pit,18,25000
van,18,24690
trapezoid,18,24622
portal,18,24221
guardrail,18,24189
inth,18,23744
cradl,18,23346
snap,18,23153
rightward,18,22857
trough,18,22735
shelter,18,22376
asphalt,18,22349
onth,18,21815
bilater,18,21443
fertil,18,21443
rainproof,18,21299
bulg,18,21200
withth,18,21149
leftward,18,21114
spong,18,21076
arch,18,20949
scratch,18,20845
seam,18,20813
takeup,18,20469
subfram,18,20371
counterweight,18,20344
armrest,18,20216
girder,18,20210
sete,18,20210
hanger,18,20170
semicircular,18,20023
pushpul,18,19759
highaltitud,18,19711
splash,18,19689
canopi,18,19662
crossbeam,18,19549
pave,18,19222
sightse,18,17932
mud,18,17813
irrig,18,17690
cotton,18,16971
connectedwith,18,16694
stone,18,16538
quickchang,18,16478
hexagon,18,16298
swingabl,18,15961
fulcrum,18,15803
lantern,18,15659
scraper,18,15439
antifal,18,15371
spout,18,15293
drawer,18,15264
wagon,18,15052
knife,18,15051
annularli,18,14489
thrown,18,14469
triangl,18,14390
slid,18,13955
workshop,18,13928
chuck,18,13856
hoop,18,13833
headrest,18,13731
prop,18,13513
rollov,18,13497
lampshad,18,13470
jolt,18,13144
apron,18,13103
stair,18,12950
fireproof,18,12807
slidingli,18,12722
riser,18,12510
flatten,18,12458
rebound,18,12359
scissor,18,12359
shelv,18,12330
hammer,18,11931
garden,18,11800
injur,18,11753
bumpi,18,11723
loadbear,18,11579
isarrang,18,11536
underfram,18,11344
cuboid,18,11284
liftabl,18,11242
gantri,18,11203
camber,18,11146
stain,18,11137
umbrella,18,10999
dig,18,10756
bayonet,18,10699
toppl,18,10684
endof,18,10652
bowl,18,10533
glove,18,9849
truss,18,9837
putter,18,9825
nail,18,9695
cshape,18,9644
multidirect,18,9617
abrad,18,9590
squeez,18,9585
cowl,18,9457
pusher,18,9416
draught,18,9411
rub,18,9380
nylon,18,9349
wrench,18,9212
inlay,18,9112
worthi,18,9107
sundri,18,9033
nurs,18,8797
shrink,18,8726
electrotricycl,18,8649
turnabl,18,8526
timesav,18,8371
shockabsorb,18,8340
cleanli,18,8308
troublesom,18,8271
rust,18,8204
swept,18,8085
flip,18,7971
witha,18,7928
glu,18,7901
pop,18,7860
sunken,18,7815
seatback,18,7612
skirt,18,7602
payoff,18,7587
shockproof,18,7536
leather,18,7525
footboard,18,7521
funnel,18,7437
wedgeshap,18,7436
wearresist,18,7436
skylight,18,7419
rectangl,18,7410
rightangl,18,7369
draft,18,7257
desk,18,7255
hide,18,7225
vehiclebodi,18,7220
leadout,18,7146
babi,18,7028
multiangl,18,7025
bounc,18,6753
anterior,18,6719
overhang,18,6688
waist,18,6645
massag,18,6622
headstock,18,6600
raceway,18,6558
faucet,18,6483
arrangedon,18,6470
saddlerid,18,6440
doubleshaft,18,6385
landscap,18,6297
upanddown,18,6285
but,18,6029
tent,18,5962
demold,18,5938
atth,18,5907
knee,18,5886
mope,18,5860
antivibr,18,5822
violent,18,5820
slideway,18,5723
upsid,18,5689
ridden,18,5689
awn,18,5649
footrest,18,5552
spoiler,18,5501
boxshap,18,5437
chamfer,18,5323
prune,18,5316
sprinkl,18,5267
bolster,18,5211
hemispher,18,5129
capstan,18,5075
fanshap,18,5024
oval,18,5019
bristl,18,4920
brick,18,4879
crossbar,18,4835
downsid,18,4821
demount,18,4728
discshap,18,4692
flute,18,4675
thorough,18,4667
drip,18,4618
dredg,18,4575
hurt,18,4504
heightadjust,18,4385
ishap,18,4377
sucker,18,4242
straighten,18,4237
crawlertyp,18,4150
chest,18,4140
basin,18,4111
rubbish,18,4090
breed,18,4042
reced,18,4031
seedl,18,4017
fixedlyconnect,18,4005
symmetricallyarrang,18,3969
sideof,18,3911
can,18,3899
smash,18,3860
trundl,18,3852
providedwith,18,3839
elbow,18,3833
diecast,18,3792
loadcarri,18,3764
isfixedli,18,3759
specialshap,18,3733
sow,18,3727
thebottom,18,3675
stool,18,3665
onesid,18,3502
cask,18,3479
cupshap,18,3267
breathabl,18,3265
farmland,18,3217
constructor,18,3194
dustbin,18,3180
surfaceof,18,3155
thetwo,18,3125
thetop,18,3108
mudguard,18,3091
integrallyform,18,3068
threepoint,18,3046
forestri,18,3036
zipper,18,2929
backseat,18,2894
connectedto,18,2863
crossshap,18,2848
longeron,18,2835
frontsid,18,2831
rightsid,18,2818
ditch,18,2718
arrangedin,18,2684
arrangedat,18,2647
firmer,18,2646
theupper,18,2638
doorsil,18,2622
hshape,18,2607
gravel,18,2477
foreandaft,18,2449
tidi,18,2436
boxtyp,18,2435
leisur,18,2248
rearmount,18,2232
quickreleas,18,2230
verticallyarrang,18,2202
horizontallyarrang,18,2191
takeout,18,2175
leftsid,18,2146
buttjoint,18,2136
hasp,18,2116
tripod,18,2009
tarpaulin,18,2006
moistureproof,18,1994
arearrang,18,1930
zshape,18,1781
dug,18,1774
handpush,18,1711
platen,18,1667
thelow,18,1655
hip,18,1581
thefront,18,1575
outrigg,18,1514
formedin,18,1496
rearsid,18,1453
boxlik,18,1448
nshape,18,1424
lumbar,18,1371
screwdriv,18,1336
grooveshap,18,1316
ledg,18,1297
dovetail,18,1291
hollowedout,18,1291
platei,18,1237
longstripshap,18,1205
frameshap,18,1177
sewn,18,1169
isform,18,1169
flatli,18,1165
thigh,18,1153
jib,18,1153
sling,18,1137
upperend,18,1137
thesupport,18,1020
rodi,18,934
theouter,18,931
wallof,18,926
theinner,18,919
hookandloop,18,893
unscrew,18,874
tailstock,18,855
boxbodi,18,852
kickstand,18,828
thefix,18,827
convexli,18,800
bottomof,18,776
theright,18,771
evenlydistribut,18,767
raincoat,18,765
coam,18,742
xshape,18,733
therear,18,712
frontandrear,18,697
doublesupport,18,694
endfac,18,665
kidneyshap,18,648
theleft,18,632
foremost,18,556
antirollov,18,504
selfload,18,489
doublewal,18,403
gerotor,18,344
theshel,18,305
bodyand,18,301
innersid,18,283
coaster,18,282
stanchion,18,268
outersid,18,236
guiderail,18,227
bottompl,18,153
unclamp,18,132
nugget,18,123
styrenebutadien,18,75
spotweld,18,53
bellevil,18,52
vulcaniz,18,52
crumb,18,51
theslid,18,51
nonfac,18,50
machin,19,2574021
magnet,19,1902022
wind,19,1392416
rotor,19,1391058
coil,19,1297957
electromagnet,19,1189490
core,19,1052406
stator,19,926133
pole,19,589872
perman,19,541294
embed,19,516030
wound,19,445649
segment,19,404736
excit,19,304971
flux,19,251287
armatur,19,235999
attract,19,197078
soft,19,155633
brushless,19,103274
commut,19,86387
hall,19,84022
ferromagnet,19,34412
asymmetr,19,33175
reluct,19,32952
weaken,19,30321
nonmagnet,19,27791
unwind,19,26981
pot,19,24529
eddi,19,23843
dynamoelectr,19,23607
superpos,19,23435
repel,19,20220
bobbin,19,18107
levit,19,16293
repuls,19,13692
magnetorheolog,19,13466
superconduct,19,13427
salient,19,11034
toroid,19,10600
permanentmagnet,19,9293
sensorless,19,7575
demagnet,19,7495
unwound,19,7253
skew,19,7247
north,19,6675
inslot,19,6401
mr,19,5522
crossov,19,5402
south,19,4525
airgap,19,3600
hairpin,19,3409
interlink,19,2271
magnetiz,19,2124
multipol,19,1922
therearound,19,1910
maglev,19,1889
bldc,19,1605
superconductor,19,1385
ipm,19,1330
doublerotor,19,1162
magnetomot,19,1133
neodymium,19,948
litz,19,817
clawshap,19,722
npole,19,656
lorentz,19,642
magnetis,19,605
halbach,19,560
spole,19,550
multipolar,19,333
thzn,19,325
magneticfield,19,298
paramagnet,19,259
reman,19,179
febas,19,171
tesla,19,111
coreless,19,107
neodymiumironboron,19,56
rotorsid,19,54
uncoil,19,52
rotorst,19,52
eddycurr,19,51
clawpol,19,50
form,20,8567123
materi,20,3979858
contain,20,3261714
activ,20,2813618
layer,20,2758150
conduct,20,2537519
electrod,20,2462531
separ,20,2420465
c,20,2192498
produc,20,2184662
composit,20,2167673
b,20,2135798
product,20,2066344
manufactur,20,1869260
metal,20,1797895
group,20,1716031
made,20,1603377
resist,20,1564363
less,20,1510297
secondari,20,1470041
solut,20,1428982
insul,20,1396927
weight,20,1359997
ratio,20,1302566
size,20,1279934
consist,20,1127217
prefer,20,1105671
substrat,20,1094520
neg,20,1084831
repres,20,994429
lithium,20,970423
compound,20,943228
coat,20,890201
oxid,20,860329
electrolyt,20,859053
particl,20,843643
prepar,20,832215
carbon,20,827687
properti,20,802234
film,20,786632
cycl,20,757921
total,20,707810
ad,20,707356
volum,20,696926
agent,20,689586
semiconductor,20,682771
resin,20,669991
sheet,20,663524
satisfi,20,632489
thick,20,617174
r,20,600210
strength,20,599695
polym,20,578955
concentr,20,574370
content,20,573821
mass,20,571756
formula,20,566537
organ,20,560493
transit,20,559224
n,20,550732
mix,20,550254
v,20,549285
ion,20,548839
hydrogen,20,542474
solid,20,532329
steel,20,526514
diamet,20,525057
excel,20,521405
acid,20,516030
reaction,20,514828
mixtur,20,512721
collector,20,510655
ii,20,502145
cathod,20,501936
glass,20,500700
x,20,494098
anod,20,486361
d,20,467821
densiti,20,452032
option,20,450714
bond,20,449115
mold,20,442614
averag,20,419429
reinforc,20,388373
plastic,20,385777
chemic,20,384554
adhes,20,381248
m,20,380193
articl,20,372485
electrochem,20,358190
format,20,354219
lamin,20,344592
print,20,341468
fiber,20,338679
dri,20,331054
salt,20,329714
dispers,20,327981
crystal,20,325770
oxygen,20,325641
silicon,20,320762
catalyst,20,319876
co,20,317347
fabric,20,312619
alloy,20,300698
per,20,295232
atom,20,292948
aluminum,20,289239
deposit,20,282039
thin,20,279701
iron,20,279143
powder,20,276711
